APR,AUG,Total,DEC,FEB,JAN,JUL,JUN,MAR,MAY,NOV,OCT,Parameter,SEP,Year
4.8,113.4,439.9,15.8,2,3,136.8,14.3,26.2,6.1,0,0,Actual,117.5,1932
6.7,227.3,856.9,1.3,19.5,1.1,131.4,105.1,10.8,43.2,0.4,17,Actual,293.1,1933
0.7,199.1,501.3,5.6,1,21.6,140.8,64.6,47.6,2,0,0,Actual,18.3,1934
29.2,132.3,568.4,14.2,25.1,35.1,208.9,5.3,7.1,0.7,6,7.5,Actual,97,1935
0.7,125.7,511.1,26.5,18.2,1.6,124.4,141.3,6.8,3.3,1.2,0.1,Actual,61.3,1936
20.3,39.3,481.6,9.1,75.8,0.8,171.6,43.7,5.3,5.2,0.3,0.4,Actual,109.8,1937
1.1,56.9,278.9,0,7.7,38.2,89.7,61.7,0.4,7.4,0.1,7.6,Actual,8.1,1938
0.5,32.9,310.3,0,38.5,1.9,62.7,88.8,20.2,0.3,0,1.2,Actual,63.3,1939
6.7,142.3,395.7,0.4,35.6,28.2,117.4,38.7,11.9,1.7,0,0.2,Actual,12.6,1940
0,90.1,363.9,3.5,5.1,59.2,41,96.3,2.2,16.2,0,3.9,Actual,46.4,1941
11.7,237.6,804.4,11.9,48.6,24.9,257.5,48.2,2.2,7.3,0,0.3,Actual,154.2,1942
14.7,112.4,407.9,0.1,2.1,19.6,129.6,28.8,2.4,8.5,0,0,Actual,89.7,1943
27.6,99,484.3,0.6,32.9,21.5,150.7,52.2,35.1,0.5,0.6,24.8,Actual,38.8,1944
6.5,122.3,654.7,0,0,41.5,120,36.5,2.4,7.9,0,5.1,Actual,312.5,1945
3.4,155.4,437.7,11.6,9.7,0.1,122.9,72,1.7,27,1,15.6,Actual,17.3,1946
0.6,80.6,464.6,6.2,15.8,17.2,22.9,13.7,7.2,3,0,4.5,Actual,292.9,1947
1.1,233,592,0.3,31.4,34.4,212.4,16,18.8,4.8,0.9,4.3,Actual,34.6,1948
1.2,58.3,485.3,2,27.9,3.4,287.9,12.1,0.7,5.9,0,1.2,Actual,84.7,1949
0.5,147.6,551.2,1.4,6.5,22.2,220.4,9.7,18.1,6.1,0,0,Actual,118.7,1950
11.6,135.4,338.2,0,0.4,8.2,56,21.3,33.6,9.1,27.4,0.2,Actual,35,1951
2.6,311,556.5,3.2,17.8,8.2,122.5,67.1,12,10.8,0,0,Actual,1.3,1952
4.1,154.9,561.8,6.6,1.6,39.5,241,58.9,0,5.9,0,0.9,Actual,48.4,1953
0.4,45.6,536.9,0,91,26.1,152.3,26.7,10.1,3.9,0.3,43.9,Actual,136.6,1954
7.3,173.1,694,0.6,1.9,32.8,100.3,66.1,7.7,12.7,2.8,129.4,Actual,159.3,1955
0.8,159.5,653.7,0.6,3.1,16.6,239.1,50.8,25.6,2.4,4.4,131.3,Actual,19.5,1956
2.8,101.6,617.2,24.7,0.2,53.2,190.6,24.4,28.9,6.9,7.7,26.6,Actual,149.6,1957
1.9,182.7,673,10.6,0.7,4.1,150,17,5.4,4.4,1,21.8,Actual,273.4,1958
0.4,163.8,485,0.1,8,28.4,103.8,25.3,3.8,13.2,19.3,16.1,Actual,102.8,1959
4.2,339,722.9,8.9,0,11.3,249.9,33.1,24.4,1.3,0,35.2,Actual,15.6,1960
4.6,251.4,627.8,9.2,29.9,40.2,150.1,46.2,0.4,11,6.6,25.8,Actual,52.4,1961
1.3,111.5,511,6.5,10.4,21.1,144.7,14,7.7,1.5,2.9,0,Actual,189.4,1962
2,307.6,521.7,6.3,4.1,3.1,55.3,40.7,4.4,3.9,9,0,Actual,85.3,1963
0.4,191.5,711,6,1.5,4.7,370.7,8.8,0.9,14.6,0.1,0.6,Actual,111.2,1964
8.6,133.3,381.9,0.2,11.5,6.2,120.3,2.1,7.3,20.4,0.1,11,Actual,60.9,1965
1.7,312.8,707.9,0.2,34,3.3,98.2,128.9,6.7,45.3,1,6.7,Actual,69.1,1966
0.9,336,839.9,68.9,2.4,0,224.3,33.1,43.4,13,13.8,7.8,Actual,96.3,1967
0,90.1,388.3,2,15.9,14.1,211.2,28.3,17.3,2.3,0,7,Actual,0.1,1968
3.6,132.7,477.2,0,6.8,1.5,130.9,11.3,9.7,21,0.6,0.3,Actual,158.8,1969
0,207.9,538.2,0,35.4,35.4,65.7,67.2,9.4,11.5,0,0.8,Actual,104.9,1970
7.5,259.2,636.8,0,18.9,17,148.4,61.3,1.1,58.7,1.8,11.3,Actual,51.6,1971
11.6,186,440.8,3.2,12.1,6.8,137.1,24.9,5.6,0.1,33.1,7.7,Actual,12.6,1972
0.5,189.8,527.1,9,5.2,15.8,118.3,75.1,3.2,32.9,0,19.7,Actual,57.6,1973
0.9,94.5,384.9,13.5,1.3,0.5,201.5,37.9,1.6,4.6,0,16.4,Actual,12.2,1974
0.3,180.1,622,0,2.9,20.3,182.6,57.9,9.3,5.6,0,20.6,Actual,142.4,1975
2.7,317.4,726.7,0.8,23.1,8.8,216.2,80.2,6.8,32.4,0.1,0.2,Actual,38,1976
22.8,165.7,740.1,9.4,1.5,50.1,288.4,50.6,0.8,23.6,0.5,8.4,Actual,118.3,1977
4.2,184.8,651.3,0.5,24.8,0.2,202.7,71.5,51.7,1.5,2.8,2.1,Actual,104.5,1978
3.5,39.7,341.5,6.3,45.5,23.2,122.7,33.6,10.7,30,2.8,3.6,Actual,19.9,1979
0.4,102,513.3,21.4,2.3,5.8,236.5,45.5,22,8.9,4.9,13.4,Actual,50.2,1980
0.5,63.7,493.3,0.6,13.3,25.7,196.7,63.3,34.6,18,42.1,0.1,Actual,34.7,1981
33.1,150.4,506.6,13.6,20,21.4,99.2,29.9,70.7,57.3,2.4,3.2,Actual,5.4,1982
82.5,240.7,744.5,3.3,5.3,38,218.3,29.5,6.4,35.3,0,5.4,Actual,79.8,1983
2.7,179.5,479.2,0.3,14.5,1.9,154.2,48.6,0.4,0.7,0,0.9,Actual,75.5,1984
8.1,152.4,572.4,24.3,0.3,3.5,256.9,44.2,1.1,3.1,0,42.6,Actual,35.9,1985
3.3,108.9,451,9.5,31,7.2,92.5,85.1,12.7,36,0.7,11.2,Actual,52.9,1986
6.4,106.6,318.6,6.3,27.8,21.3,26.4,27.7,12.4,62.5,0,3.2,Actual,18,1987
3.6,222.5,845.1,12,13.2,1.5,288.5,82.4,34.5,3.4,0.1,0,Actual,183.4,1988
0.6,152.5,416.5,12.4,0.4,40.1,90.8,31.6,11.7,2.3,5.2,0.2,Actual,68.7,1989
2.2,137.7,703.2,19.2,79.5,0,201.2,25.3,4.9,21.9,14.1,2.7,Actual,194.5,1990
13.2,187.9,393.8,16.2,19.7,0.1,55.3,50.4,2.9,6,3.8,1.4,Actual,36.9,1991
1.2,171.6,429.5,0,16.4,20.3,124.5,17.2,0.5,7.8,7.2,3.8,Actual,59,1992
5.4,35.6,523.7,0,16.1,4.5,274.6,42,11.3,8.8,0,0,Actual,125.4,1993
7.6,160.6,564.3,0.2,11.3,20.1,275.8,51.3,0.6,8.5,0.1,0,Actual,28.2,1994
4.9,405.3,819.2,0.3,21.7,38.8,115,47.2,9.8,0.6,0.1,0.2,Actual,175.3,1995
0.6,249.2,644.7,0.3,30.5,16,85.8,109.4,11.6,5.1,0,19.9,Actual,116.3,1996
35.3,226.8,668.6,47.3,2.2,6.6,133.6,60.2,14.6,38,13.4,53.7,Actual,36.9,1997
9.1,161.6,685.3,0,24.6,0.4,154.8,68.4,25.4,6.1,5.8,78.2,Actual,150.9,1998
0,78.7,344.5,0.4,0.7,31.7,109.8,42.2,1.4,20.1,0,4.8,Actual,54.7,1999
1.3,87.9,384.4,1.2,29.1,17.1,146.8,58.9,1.4,22.8,0.4,0,Actual,17.5,2000
19.8,103.5,485.4,0.2,5.2,17.8,145.2,117.2,7.2,47.8,0.1,11.1,Actual,10.3,2001
1.1,78.2,357.3,8.8,31.1,11.6,19.4,21.2,9,52,0,1.9,Actual,123,2002
1.8,165.3,597.4,11,29.9,14.7,277.6,26.6,4,7.5,0.1,0,Actual,58.9,2003
18.1,252.9,487.2,1.2,0.3,25.4,19.9,52.5,0,40.7,0,54.1,Actual,22.1,2004
2.7,52.6,519.4,0,35.7,13.9,175.6,53.9,29.9,7.6,0.8,0,Actual,146.7,2005
0.6,32.1,331,5.2,0.1,2.3,135.2,45.4,30.4,24.8,1.2,3.8,Actual,49.9,2006
2,87.9,446.6,1.4,76,0.5,82,88.7,40.1,12.4,0.3,0.1,Actual,55.2,2007
13.4,174.2,710.3,0.2,0.4,2.4,124.3,193.5,0.6,72.9,5.5,8.4,Actual,114.5,2008
11.7,63.8,395.3,0.4,5.9,4.1,106.4,15.2,5.7,17.7,1.1,2.5,Actual,160.8,2009
0.8,198.5,640.4,12.8,10.2,4.8,189.3,29.1,0.5,5.9,3.5,1.1,Actual,183.9,2010
8.9,127.3,512.1,0.4,26.7,0.7,85,94.4,6.9,28.7,0,0,Actual,133.1,2011
11.8,196.6,391.3,3.5,0.2,8.2,68.1,5.3,0.1,3.8,0.6,2.4,Actual,90.7,2012
3.3,161.9,461.3,2.1,52.2,21.1,96.5,62.1,5.3,1.4,1.7,10.9,Actual,42.8,2013
7.5,34.8,305.5,9.6,17.3,13,72.3,25.9,26.8,20.3,0.2,10.5,Actual,67.3,2014
34.8,89.2,435.5,0.2,6.6,12.4,130.3,43.7,71.8,8.4,2.3,3.7,Actual,32.1,2015
19.2,459.7,1345,19.1,174.5,137.8,280.5,32.7,75,89.6,0,3.9,Actual,53,1901
76.2,199.3,951.6,0,27,6.5,258.6,78.8,104.4,61.3,2.5,23.6,Actual,113.4,1902
25.4,256.5,993.4,41.4,21.4,76.5,157.7,32.2,213.7,54.7,0.2,5.8,Actual,107.9,1903
48,184.3,987.5,32,22.4,79.3,241.1,33.1,131.7,90.3,17.3,51.6,Actual,56.4,1904
39.3,132.8,930.2,34.4,76.8,81.3,191.1,43.6,160.2,50.4,0.9,0.3,Actual,119.1,1905
5.3,433.7,1317.4,15.9,143.9,44.1,168.7,152.6,89.5,29.9,0,2.9,Actual,230.9,1906
73,200.6,875.2,0,145.1,124.2,95.7,23.7,144.9,34.2,0,14.9,Actual,18.9,1907
181.7,287.4,987.5,22.5,76.1,38.4,225.6,46.8,12.3,43.6,7.3,2.8,Actual,43,1908
31.7,234.5,1077.1,49.9,82.1,111,292.4,107.6,25.4,19,0,17.6,Actual,105.9,1909
48.9,355.4,1406.9,55.8,48.9,49.9,408.3,133.5,42.7,46.8,5.5,37,Actual,174.2,1910
35.1,240.9,1333.9,5.8,21.9,246.3,103.2,121,277.3,8.8,75.2,24,Actual,174.4,1911
60.1,346.8,1207.6,11.4,34.7,95.6,357.6,36.9,55.7,54.3,26.9,1,Actual,126.6,1912
35.5,239,1119.3,51.8,126.6,21.3,215.4,168,72.4,114.6,20.3,14.1,Actual,40.3,1913
110.8,292.7,1735.9,51.9,88.8,15.9,495.4,135.1,105.5,76.1,22.5,71.6,Actual,269.6,1914
66.6,380.6,1236.8,20,100.4,62.2,249,67.5,90,19.4,0,23.4,Actual,157.7,1915
41.8,254.9,1172.1,0.2,75.3,10.4,275.8,238.9,33.7,35.3,0,86.9,Actual,118.9,1916
162.9,309.8,1703.5,22.7,30,20.4,376.3,135.1,61.8,79.8,0,174.4,Actual,330.3,1917
103.4,208.9,984.8,26.9,22.3,21.2,200.6,135.6,171.2,14.3,51,7.9,Actual,21.5,1918
60.4,227.8,1213.3,42.9,47.4,141.3,417.3,80.1,75.6,43.5,9.8,0.7,Actual,66.5,1919
32.8,168,1084.8,17.4,58.1,53,385.1,55.6,126.1,109.4,0,3.3,Actual,76,1920
29.6,465.6,1311.4,106.1,20.9,87.8,264.1,42.6,9.1,32,0,57.9,Actual,195.7,1921
87.7,508.1,1718.6,50.2,57.5,106.6,425.8,106.8,68.2,13,6.5,14.2,Actual,274,1922
27.2,512.1,1621,85.6,151.2,113.4,320.1,64.3,51,93,17.5,60.1,Actual,125.5,1923
26.6,345.5,1660.6,61.7,135.1,50.2,419.3,26.6,63,86.7,14.9,12.4,Actual,418.6,1924
65.4,388.1,1509.4,0,61.7,86.2,450.2,167.5,33.5,86.6,88.5,33.2,Actual,48.5,1925
86.3,422.9,1449.8,14.3,48.6,52.9,349.6,23.9,179.7,114.4,25.1,4.2,Actual,127.9,1926
51.4,542.4,1434.7,19.3,132.5,17.5,384.7,37.9,48.2,79.1,5.8,37.9,Actual,78,1927
94.6,329.2,1308.8,91.9,112.9,129,276.5,82.9,48.1,14.5,59.9,2,Actual,67.3,1928
48,423.7,1424.7,176,52.3,109,363.9,101.7,17.6,24.9,0,57.3,Actual,50.3,1929
87.7,307,1305.4,25.7,64.1,98.8,424.5,120.8,52.7,28.2,5.2,13,Actual,77.7,1930
14.6,339.6,1266.4,0.6,149.6,58.5,263.6,25,79.9,84.5,0.2,47.8,Actual,202.5,1931
17.1,451.3,1418.6,68.4,52.8,43,409.2,54.6,62.1,61.4,9.5,6.1,Actual,183.1,1932
80.2,244.2,1240.4,2.8,93.6,60.2,259.3,106,109.4,54.7,8.2,49.1,Actual,172.7,1933
82.3,241.1,982,69.5,12.8,91.8,281,70.7,40.3,59.9,1.3,0.9,Actual,30.4,1934
83.6,216.6,1028,22.1,73.4,136.7,233.6,40.3,60.3,18.4,26.5,28.5,Actual,88,1935
61,173.8,1157.9,87.5,111.1,11.5,240.9,193.6,118.2,42.8,0.5,9.1,Actual,107.9,1936
60.3,325.7,1464.9,101.9,141,57.3,282.9,116.4,53.7,35.1,9.5,53.8,Actual,227.3,1937
38.9,156.5,927.4,5.7,124.3,175.5,211.8,125.3,48.1,11.1,6.7,6.7,Actual,16.8,1938
47.1,110.5,877.6,0,112.3,56.4,201,103,97.9,9.9,0,30.9,Actual,108.6,1939
60.4,220.7,1088.6,24.3,79.9,64.1,321.6,103.3,69.4,56.4,2.3,1.4,Actual,84.8,1940
21.5,231.6,895.5,34.1,49.4,44.5,182,92.8,70.1,70.6,2.9,12.5,Actual,83.5,1941
84.6,348.6,1328.2,59.8,156.8,74.8,273.8,66.6,28.3,73.5,0,7.8,Actual,153.6,1942
74.8,377.7,1223.1,13.1,26.1,171.1,237.2,36.6,96.7,78.1,0.2,0,Actual,111.5,1943
51,226.7,1128.7,67.4,112.5,108.3,277.4,51,106.2,16.9,7.2,23.9,Actual,80.2,1944
81,352.5,1647,5.2,10.3,196,424.4,74.2,105,24.5,2.9,40,Actual,331,1945
42,379.1,1539,61.5,85.9,45.2,462.3,159.3,77.9,56.6,49,79.1,Actual,41.1,1946
4.5,257.3,1313.4,57.3,38.2,78,260.1,50.3,82.8,32.2,0,14.6,Actual,438.1,1947
47.5,456.6,1758.7,73,185,33.5,380,55.5,382,13.7,0,16.5,Actual,115.4,1948
45,265.2,1311.1,15,140,28,548.7,48.2,81.6,35.2,0,4.7,Actual,99.5,1949
51.7,319.3,1684.5,7,67,211,392.8,83.6,155,65.1,0,2.2,Actual,329.8,1950
90.4,309.3,1238.5,11.1,69.4,112.3,217.3,38.8,87.4,89.1,69.6,19.3,Actual,124.5,1951
35.2,371.1,1263.6,42.5,82.8,86.4,198.1,146.9,191.4,66.8,2.8,12.9,Actual,26.7,1952
86.6,330.3,1425.6,62.8,51.9,149.2,390.9,107.6,98.3,36.9,9.3,11.6,Actual,90.2,1953
13,348.9,1717.5,16.7,271.8,196.4,336.6,47.5,87.2,52.2,7.6,46.2,Actual,293.4,1954
87.7,337.5,1919.2,15.5,42,165,320.9,86.2,141.4,114.7,0.3,413.6,Actual,194.4,1955
58,266.1,1541.6,86.6,44.7,96.5,293.9,118.8,206.5,26.8,8.3,222.3,Actual,113.1,1956
146.4,253.9,1822.6,112.9,37.9,181,321.3,79,133.8,151.9,56.3,84.5,Actual,263.7,1957
61.7,265.3,1572.3,171.1,22.4,84,452,34.7,72.8,65,2.2,75.2,Actual,265.9,1958
43.3,243.7,1640.4,1,243.1,136.1,418.6,52,94.7,52.8,53.9,81.7,Actual,219.5,1959
66.2,226.8,1115.3,66.2,0.7,82.9,355.3,78.3,134.2,20.8,3.8,7.2,Actual,72.9,1960
104.2,314.3,1515.6,37.2,157.2,153.8,320.3,88.7,68.8,34.2,37.6,46.2,Actual,153.1,1961
102.6,255.8,1393.6,43.8,102.9,45,242.7,86.5,82.9,55.4,66.5,5.8,Actual,303.7,1962
49.5,308.1,1354.6,52.2,57.2,14.1,325.7,108.9,201.2,47.2,76.8,2.4,Actual,111.3,1963
97.7,246.8,1354,39.6,58.8,176.6,278.9,86.2,83.6,86.8,1.8,0.1,Actual,197.1,1964
126.6,117.3,1220.3,18.3,209.1,52.5,278.3,24.9,170.9,143.9,12.8,25.8,Actual,39.9,1965
77.2,298,1371,40.8,145,0.3,250.5,187.1,78.4,95.7,13.9,30.8,Actual,153.3,1966
31.4,403.3,1558.6,112.4,99.1,30.8,386.3,99.3,181.5,48.1,23.8,36.9,Actual,105.7,1967
50.9,181.1,1168.2,58.8,114.1,188.5,277.2,99.3,80.8,44.9,9.1,47.2,Actual,16.3,1968
130.4,306.7,1127.7,1.5,78.6,66,201.8,31,72.7,111,2.4,8.4,Actual,117.2,1969
7.3,280.4,1082.7,0.3,39,116.5,223.4,163.2,37.9,43.5,0.2,6.6,Actual,164.4,1970
57.5,301.2,1274.9,2.6,76.5,53.1,352.8,252.7,13.7,71.8,12.2,13.8,Actual,67,1971
82.1,159.9,842.3,54,77,55,184.2,43.8,55,21.3,21.3,31.1,Actual,57.6,1972
15.7,213.9,955.2,29.1,80.6,116.8,167.8,99.1,68.4,40,5.4,32.1,Actual,86.3,1973
24.6,204.6,776.3,45.1,44.6,75,168.8,76.4,33.7,41.8,2.4,28.8,Actual,30.5,1974
25.4,191.8,1054,2.7,124.7,137.8,214,86.9,126.3,35.1,0.2,13.8,Actual,95.3,1975
49.1,238,1179.5,14.6,105.5,66.7,368.9,85.5,126.6,30.1,1.7,20.2,Actual,72.6,1976
97.5,236.4,1245,69.2,4.7,85.5,339.7,86.1,12.9,87.2,9.9,18.8,Actual,197.1,1977
53.5,300.1,1371.2,9,102.6,63.7,280,156.1,157.9,31.1,75.9,3.6,Actual,137.7,1978
31.9,119,1021,29.6,115.3,170,163.4,64.8,157.4,85.1,34,7,Actual,43.5,1979
28.5,128.8,1154.9,40.5,87.1,83.2,477.1,106.8,71.7,26.1,27.3,25.3,Actual,52.5,1980
54.4,163.4,1147.2,7.9,96.3,114.5,233.5,94.7,162,67.1,70.4,11.4,Actual,71.6,1981
146.2,170.2,1423,75.7,147.7,187.3,160.4,58.3,228.9,152.5,21.8,42.5,Actual,31.5,1982
136.7,204.2,1189.6,13.9,97.6,91.7,166.7,59.2,162.8,86.1,1,48.2,Actual,121.5,1983
68.6,192.5,968.3,38.4,134.5,24.3,194.4,105,38.7,14.7,25.1,10.6,Actual,121.5,1984
65.6,252.7,1194,88,23,70.4,301.3,54.1,36.2,54.3,2.8,127.6,Actual,118,1985
105.3,246.9,1322.6,89.5,119.3,7.3,240.9,86.4,159.4,99.1,72.7,43.4,Actual,52.4,1986
132.1,147.8,1035.5,11.6,84.6,68.1,90.4,81,77.9,214.2,0.8,76.7,Actual,50.3,1987
27.2,304.7,1881.1,123.5,128.3,41.6,411.3,84,353.9,39.3,4.9,2.2,Actual,360.2,1988
39.4,247.3,1177.2,59.4,62.5,111,291.1,59.7,89.2,92.5,52.9,7.3,Actual,64.9,1989
52.5,221.8,1462.8,140.6,161.2,36.2,302.3,80.2,217.7,61.8,10.1,15.6,Actual,162.8,1990
104.5,258.3,1104.8,40.9,143.1,24,141.6,67.1,120.6,69.7,4.3,2.2,Actual,128.5,1991
36.9,374,1383.1,4.7,75.8,123.9,277.5,53,199.4,83.9,19.4,7,Actual,127.6,1992
20.6,89.1,1128.3,0,69.7,109.2,386.9,70.9,164.1,56.7,17.7,0.3,Actual,143.1,1993
131.3,311,1410.3,77.6,124.7,88.7,367,114.2,29,65.5,0.1,8.5,Actual,92.7,1994
85.8,345.1,1493.7,17.7,140,61.5,332.4,66.5,96.7,44.2,13.9,5.4,Actual,284.5,1995
50.6,348.3,1384.4,6.4,117.8,118.6,210.6,173.7,112.5,68.5,0.6,38.3,Actual,138.5,1996
97.4,476.1,1454.5,108.5,58.5,50.9,198.7,92.3,60.4,66.1,87.4,44.4,Actual,113.8,1997
71.5,239.8,1381.5,2.4,133.8,13.5,210.7,152.3,139.4,41.3,5.9,119.4,Actual,251.5,1998
7.1,284.6,1144.9,2.5,54.3,109.2,304.1,104.7,33.4,98.3,28.9,6.4,Actual,111.4,1999
25.6,126.7,1068.1,6.9,119,118.2,265.1,198,68.1,79.9,10.5,0,Actual,50.1,2000
66.9,202.3,991.8,37.3,35.7,30.5,239.5,153.8,105.8,67.3,20.8,5,Actual,26.9,2001
124,225.6,990.5,3.9,136.5,66.7,81.8,56.1,136.9,27,0.7,8.2,Actual,123.1,2002
52.9,228.7,1034.4,40.4,116.6,39.5,187.7,61.4,113,35.9,22.5,0.3,Actual,135.5,2003
54.7,202.5,878.3,49.4,43,86.2,141.3,76.1,5.9,57.6,9.3,104.7,Actual,47.6,2004
35.2,114.2,1248.5,4.5,222.9,147.8,317.2,52.6,143.3,52.4,0.3,1.8,Actual,156.3,2005
44.3,274.2,1218.4,51.2,38.2,102.5,260.3,104.8,137.3,68.4,26.9,17.5,Actual,92.8,2006
9.6,234.3,1034.4,35.6,121,1.3,155.2,155.7,177,39.3,1,18.7,Actual,85.7,2007
44.4,224.7,1114.3,38.9,63.2,129.9,194.9,187.3,6.3,42.9,5.3,33.9,Actual,142.6,2008
91.2,162.6,956.5,7.8,45.9,54.8,170.2,45.5,43.4,53.5,93.1,16.4,Actual,172.1,2009
60.3,274.1,1259.4,58.1,96.6,25.5,291.8,108.5,45.1,81.4,10.8,30.5,Actual,176.7,2010
62.4,380.2,1108.2,6.9,97.4,43.9,177.7,118.3,49.7,45.1,0.3,6,Actual,120.3,2011
55.9,280.6,951.7,21.8,51.3,92.3,241.5,31.1,28.4,9.4,3.2,3.1,Actual,133.1,2012
28.9,240,1212,24.8,182.6,79.9,208.8,233.6,76.6,32.6,16.6,21.8,Actual,65.8,2013
60.6,146.7,1008.9,49.3,124.9,69.6,203.6,51.7,125.2,68.9,4.5,19.3,Actual,84.6,2014
84.9,195.9,1210.5,25,156.6,67.2,249.9,85.8,192.5,45,14.5,17.7,Actual,75.5,2015
132.2,181.3,980,4.4,69.3,66.4,171.7,53.4,69.6,105.8,0,24.1,Actual,101.8,1901
100.5,136.9,760.4,1.8,9.7,6.5,108.4,113.3,91.3,70.7,44,15.1,Actual,62.2,1902
58.7,218.6,1286.7,41.8,21.5,96.2,332.5,18.9,238.6,57.3,15,10.7,Actual,176.9,1903
64.5,132.2,982.1,99.2,17.3,110.6,182.3,25.9,145.2,67.8,24.8,50,Actual,62.3,1904
71.7,111.5,1157.6,90.2,76.3,146.7,145.2,43.3,161.4,65.2,0.6,5.8,Actual,239.7,1905
49.3,257.4,1193.1,36.9,160.4,81,107,52.2,167.2,39.4,0,5.3,Actual,237,1906
151,220.3,1069.6,0.8,195.8,99.6,85.1,85.9,132.2,57,3.1,13.9,Actual,24.9,1907
195.8,345.9,1227.4,86,51.4,86.4,233.3,26.1,28.1,45.3,1.2,9,Actual,118.9,1908
48,264.7,1339.9,73.4,149.3,91.9,252.2,68.2,56.1,43.1,0.1,55.2,Actual,237.7,1909
99.7,276.1,1109.6,66.7,85.1,123.6,193.7,126.2,65.6,33,0.1,0.4,Actual,39.4,1910
53.1,144.4,1280.1,28.1,52.3,344.8,95.1,76.7,285.4,18.7,93.6,15.1,Actual,72.8,1911
102.8,152.9,936.7,47.3,39.7,169.8,192.7,22.9,107.5,61.1,21.4,4.6,Actual,14,1912
81,173.9,1000.2,63.7,141.9,68.4,152.2,99.1,95,54.4,33.4,12.8,Actual,24.4,1913
153.7,159.3,1692.2,95.6,228.9,47.8,369.9,86.1,155.4,91.9,43,157.3,Actual,103.3,1914
132.3,174.6,963.8,21.9,218.3,47.4,87.7,54.4,109.7,18.2,0,27.6,Actual,71.7,1915
67.7,216.5,1034.3,7.2,159.4,37.5,244.3,92.9,69,58.6,3.4,30.9,Actual,46.9,1916
145,231.4,1386.1,76.5,34.2,63.6,170.3,155.4,92.7,67.9,0,129.6,Actual,219.5,1917
173.9,118.1,916.5,88.9,27.7,25.8,95.3,59.6,269,4.7,19.6,14.9,Actual,19,1918
73.3,208.5,1189.2,126.8,98.3,187.7,247.2,36.9,121.6,49.5,0.3,1.4,Actual,37.7,1919
97.2,98.1,889.9,34.7,126.4,82.9,81.2,40.2,199.8,63.3,0.8,17.3,Actual,48,1920
44.9,209.3,1057.7,169.3,71.3,140.6,137.7,56.7,60.4,21.8,3.1,76.8,Actual,65.8,1921
67.4,99.1,890.8,59.7,60.6,87.9,163.9,63.4,82.4,26.5,1.5,28.7,Actual,149.7,1922
60.9,244.9,1264.3,52.6,163.2,185.9,176.7,23.8,106.9,135.7,9.3,71.4,Actual,33,1923
87.6,203.9,1182,89.8,218.7,89.2,138.2,4,91.6,132.2,22.3,1.3,Actual,103.2,1924
70.9,179.3,1013.3,0,86.8,90.4,242.3,80.7,45.7,106.1,52.5,32.7,Actual,25.9,1925
123.9,245.1,1123.5,34.1,61.7,52.6,185.8,33.9,182.4,92,2.5,0.3,Actual,109.2,1926
53.2,220.3,973,40.3,117.3,84.6,226.2,27.9,80.8,82.6,4.5,7.6,Actual,27.7,1927
109.2,177.1,1291.1,138.3,192.2,142.9,115.7,46.2,125.9,18.4,102.4,1.2,Actual,121.6,1928
53,266.7,1102.7,186.6,66.4,121.2,182.6,60,40.3,42.6,2,60.4,Actual,20.9,1929
209.2,105.9,1168,7.6,116.1,201.8,211,55.1,114.6,53.1,0.9,43.7,Actual,49,1930
35.5,192.6,954.9,5.3,142.4,124.7,205,11.1,47.1,109,7.9,43.9,Actual,30.4,1931
32.8,174.1,1039.4,84,102.7,99.4,255,58.6,122.7,87.1,1.6,9.9,Actual,11.5,1932
107.2,217.7,1187.7,2.1,137.4,104,175.2,63.7,187.1,31.1,12.2,48.1,Actual,101.9,1933
96.8,158.9,803.1,73.5,27.2,110.1,146.3,60.7,71.1,36.2,2,3.5,Actual,16.8,1934
145.5,183.4,1085.4,19.7,95.7,193.3,154.3,44.7,129.9,20.1,48.9,19.5,Actual,30.4,1935
62.4,140.2,1140.9,94.7,168.9,59.9,163.6,96,242.1,21.8,19.9,16.7,Actual,54.7,1936
80.7,73.5,939.8,121.1,160,67.9,133,32.2,91,19.5,14.7,88.7,Actual,57.5,1937
76.4,136.7,1061.8,29,194.2,183.1,123,118.7,132.6,14.8,11.1,31,Actual,11.2,1938
68.5,95.2,1003.3,1.1,221,89.1,164.2,34.6,179.9,19.6,0,57.4,Actual,72.7,1939
71.9,151.9,878.4,19.2,61.1,96.8,127.4,85.2,108.9,69,8.6,8.5,Actual,69.9,1940
40.1,100.8,871.7,87,52.5,81.7,120.2,44,109.6,41.3,19.9,11.4,Actual,163.2,1941
85.9,274.5,1239.9,80.2,196.9,127.7,200,35.5,39.4,88,9.8,21.7,Actual,80.3,1942
94.9,228.8,1167.7,29.8,37.5,245.5,135.1,27.6,145,124.8,3.6,1.1,Actual,94,1943
72.5,183.2,1050.9,74.2,142.5,114.9,193.9,37.2,98.8,26.4,37.8,18.4,Actual,51.1,1944
101.8,104.1,856.3,10.3,23,131.7,129.7,49.8,138.2,37.8,9.5,26.1,Actual,94.3,1945
26,173.8,922.3,104.5,89.7,36.6,159,82.6,87.1,32.4,70.8,43.5,Actual,16.3,1946
5.7,182,913.9,79.4,81.9,64.7,130,39.2,68.3,61.3,8.9,14.6,Actual,177.9,1947
43.4,182,1183.1,76.1,133.7,47.9,278.3,66.9,261.1,21.4,5.5,6.2,Actual,60.6,1948
